barcode,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic,Glycolysis,Inflammatory_Response,IL6_JAK_STAT3,P53_Pathway,DNA_Damage_Response,Complement,Coagulation,Oxidative_Phosphorylation,Reactive_Oxygen_Species,Wound_Healing,Fibrosis,MYC_Targets,E2F_Targets,G2M_Checkpoint,Mitotic_Spindle,Unfolded_Protein_Response,mTOR_Signaling,Interferon_Alpha,Angiogenesis,Apoptosis,TNF_Signaling,ECM_Organization
patch_x10080_y8064,0.8961763273642754,-1.2241780275870087,-0.9311465144675127,-1.5748656299221966,-2.7852519321957203,-0.08919069545214013,-1.0829143796729865,0.22636318659231364,-1.8590266127139048,-0.96552551044674,-2.27383708136474,-1.7355921059864827,-0.5935822002077576,-0.9165844711222302,0.42015812933683994,-1.88877869813243,-1.5509519705727643,-0.9811114767757948,-1.052874646856885,-2.0592521912655335,-0.9178660860025964,-0.7373005609906991,-0.6496676920337369,-1.868250758838436,-1.6280673036648277,-1.2275744486789169,-0.5910394730402454,-1.3956301916867528,-1.6964505580244726,-1.300385847044319
patch_x10080_y9408,0.7121296967309245,-1.546964029143568,-1.1511929822798044,-0.6031999573458511,-3.107512847631316,-0.2279140304337916,-1.1704188060359821,0.0788797171337344,-2.1281558604469906,-0.24811753960552702,-0.5364098820389602,-1.9503567499044696,0.24838716223127488,-1.065569372601238,0.6730800038848693,-0.978731565454727,-2.010019527943171,-0.8346224604788698,-1.2007773780720727,-2.1584925286276975,-0.9344104625689836,-0.8968024418671535,-0.48392649481105965,-0.9402327318354479,-1.8591495085712604,-1.4881690577416393,-0.30973960396930217,-1.479013461515721,-1.0942142149200942,-1.4282519460006229
patch_x3360_y7392,0.8107583414127292,-1.3727854768106413,-1.0321099716944415,-1.6611276196396032,-2.9387632614399966,-0.1545600089001665,-1.124099161106991,0.15601968848649356,-1.985790127712562,-0.14094124674933722,-1.9598104386227908,-1.8354958890515798,-0.7249201769558976,-0.6309704682672035,0.24143854938913456,-1.9691236088370976,-1.448565181678005,-0.9391697667115873,-1.121276860012853,-2.106621496025811,-1.0072741717939586,-0.8130338218098699,-0.7396342013408497,-1.365175121955808,-1.422546709228648,-0.7033333601931328,-0.6897334658947704,-1.5141328072664757,-1.0186000604827452,-1.3602544111031747
patch_x3360_y8064,0.2655109671110734,-1.3620080255386275,-0.8117198804417288,-0.8015583397687184,0.2375667421879076,-0.5645001866574542,-1.3862418830365453,-0.27542043322920345,-0.6215778258326862,-0.30330534427152983,-1.4685236683659775,-1.168804720222927,-0.616053913874985,-1.4327801210102782,0.05003585106596658,-1.3023895589977337,0.24509696018055993,-1.4818197455572817,-1.3455501551389748,-1.7687644723483718,-1.5697975924049423,-1.2839632685861622,-1.3000094577130643,-1.130915416933264,-2.158429963311549,0.16707168380891294,-1.329461245367585,-1.0869389400148453,-0.39727296569787873,-1.7379980049673651
patch_x3360_y8736,0.24770529664855098,-1.1133035605427488,-0.8947620944515163,0.14483804721482002,0.1303345636716848,-0.5741520315960896,-1.3910591261091605,-0.28867355606073475,-0.07507314718438925,-0.0688891757060325,-1.0585473179396394,-0.35662993419665784,-1.578265101979756,-1.4442545082880027,0.7642008353256783,-0.2953223575214041,0.1585746904396339,-1.7093248043656213,-1.5720105861201112,-1.3143559407421352,-1.588779888433722,-1.298541706061016,-0.903774615159413,0.5530322017446999,-1.492271050667862,-0.8180168664012064,-0.9342412294587709,-1.8288704497238655,-0.6415801875223001,-1.4406255995820247
patch_x4032_y8064,-0.48454264440005185,-0.32252231442313456,-0.8969264836236074,-0.23590554308900102,0.28610341246367177,-0.07948947772703935,-0.22989845568881426,-0.8629075806946215,0.780120942676026,-1.0761893652980412,0.4088012105366602,-0.13713666955056356,0.048268305472264274,-1.2423081523575075,-0.654894155908631,-0.1993660821195672,-1.1232525041217096,-1.9484243640981858,-1.4222324729835407,0.0352436190079323,-0.8407906048788543,-1.2112172438554794,-1.1553229999371664,-0.09804044183054861,-0.03877899030332889,-1.054187868052527,-0.6746055700372189,-1.1749417438558893,-0.9352801746687279,-1.5181344638133705
patch_x4704_y7392,0.7017909203333322,-1.5642736989406283,-1.1612321942756898,-1.7677335801554515,0.13146332344554007,-0.2338806254867651,-1.1742302511044245,0.07215120861926455,-1.5475869818772978,-0.7518822752107133,-1.6009181497836,-1.0834755238245384,-0.24229550129800784,-1.07276363129124,0.024075473246234227,-1.6049941827722352,-1.1440478470637296,-1.1988361039429491,-1.2070087199076578,-1.9575479462383296,-1.117812937505736,-0.5840523123797543,0.06909617084310761,-2.1052004484425075,-1.8726860873664901,-0.9575519803800567,-0.8162449744226404,-1.2067457563883537,-1.5408362773616338,-1.2677027474531681
patch_x4704_y8064,0.07457181887932778,-0.19093240236956102,-0.8905157400682928,0.07477042306858103,0.27538019461204954,-0.7070842596145593,-0.6934002395269707,-0.42650603350865973,0.3486740386136568,-1.0692149239233042,0.5942693158304327,-0.8517603899335542,-1.4847515078527977,-0.0008457293674397296,-0.5042604403720304,0.45225626088861476,0.34353243003395273,-1.5860380151464752,-0.5339564774800466,-0.036393305481009816,-1.4728310175683372,-0.9745481920605688,-1.0895373200639684,0.10045320184986,-0.36266016927586153,-1.1642717797433644,-0.7335527274313038,0.3472390624309662,-0.9936939998417255,-1.2854739016741643
patch_x4704_y8736,0.2925723408153198,0.5553978382049674,-2.216165649941071,-0.8700457207913607,0.317144306244683,-0.9038941523178123,-1.600370984451135,-0.6296526188596708,0.06490971609065398,-0.3344594650549094,0.32412803202788043,0.6173407424454153,-0.1351358542676897,-0.36992534730020427,0.06722100894015257,0.39835900265802204,0.27285350550873433,-1.0872152465795375,-0.5919988584481207,-0.819109559144492,-0.4473942307670134,0.2461250588547576,0.07023428089188904,-1.1750212882475284,0.7812848285722686,-1.1140725918191416,-0.4900578851195492,-0.6135618117079745,0.023260922832212916,-1.4095789306000939
patch_x5376_y10080,0.0655459029766675,-0.7243256386548362,-1.1330006906721508,0.9456233094542676,0.11396754695078719,-0.7104185333206333,-1.4784047422609707,-0.4315354237113948,0.8386338228354618,-0.5019595040504973,-0.2805020002199923,-1.4795815642762071,-1.8486364567574665,-1.1105431742982688,0.41476214203525513,0.14918292655967014,-0.9373421598613143,-1.003414573080626,-0.8909309355634708,-1.0152549881614115,-1.4057053963939763,-1.2513654574672446,-1.2641505452017598,0.08140576421168445,0.5993368510187119,-0.8458796661045853,-0.33628533413610384,-1.6235513370412786,0.1130545518149021,-1.3862202442326559
patch_x5376_y8064,0.7387971755342404,-0.4486847660290493,-1.11764732268379,-0.0722523731398156,0.3115005073754086,-0.21220784639728543,-1.16009614230895,0.10225958510320464,-1.139616264797252,-0.36795471354980186,-1.2321300884666555,-1.9170713164783133,-0.829089633326351,-1.0445329959254124,0.09477251062377946,-1.7419488440996616,-1.0408291825504188,-1.1566516213515357,-0.9485595563649212,-1.1650392537538858,-1.0790537377074383,-0.8730120389800404,-0.4548611994632404,-2.0596764331248396,-1.8265885487665132,-1.1596948663378284,-0.7744623901521619,-1.443847377674179,-1.092706661569805,-1.2771950834836963
patch_x5376_y8736,0.6156344503533859,-1.7094388842841637,-1.2648890986234687,-0.3084984386060483,0.29231159121987377,-0.30600623039183555,-1.2215027573005255,0.0018077105134440131,-0.7090472000343282,-0.6540223969629805,-1.1534113645359032,0.054135678372791485,-1.0169700402215185,-0.8552628579756623,-0.16265749199707005,-1.9314605489094634,-1.8613419141144,-1.2971859046563912,-1.2784247846703825,-0.12497365046858729,-0.8466664914311873,-0.9821494360604924,-0.9397753908816346,-1.5882353929596784,-1.7496931703903607,-1.0407381239238713,-0.5552414886819868,-1.780763692320867,-0.8733626552937124,-1.1509442409680652
