mpp_id,patient,patch_stem,x,y,split,block_id
1,HYZ15040,patch_x1008_y25200,1008,25200,train,HYZ15040:1:37
1,HYZ15040,patch_x10192_y10192,10192,10192,train,HYZ15040:15:15
1,HYZ15040,patch_x10192_y10416,10192,10416,train,HYZ15040:15:15
1,HYZ15040,patch_x10192_y10640,10192,10640,train,HYZ15040:15:15
1,HYZ15040,patch_x10192_y10864,10192,10864,train,HYZ15040:15:16
1,HYZ15040,patch_x10192_y11088,10192,11088,train,HYZ15040:15:16
1,HYZ15040,patch_x10192_y11312,10192,11312,train,HYZ15040:15:16
1,HYZ15040,patch_x10192_y11536,10192,11536,internal_val,HYZ15040:15:17
1,HYZ15040,patch_x10192_y11760,10192,11760,internal_val,HYZ15040:15:17
1,HYZ15040,patch_x10192_y11984,10192,11984,internal_val,HYZ15040:15:17
1,HYZ15040,patch_x10192_y12208,10192,12208,train,HYZ15040:15:18
1,HYZ15040,patch_x10192_y12432,10192,12432,train,HYZ15040:15:18
1,HYZ15040,patch_x10192_y12656,10192,12656,train,HYZ15040:15:18
1,HYZ15040,patch_x10192_y12880,10192,12880,internal_val,HYZ15040:15:19
1,HYZ15040,patch_x10192_y13104,10192,13104,internal_val,HYZ15040:15:19
1,HYZ15040,patch_x10192_y13328,10192,13328,internal_val,HYZ15040:15:19
1,HYZ15040,patch_x10192_y13552,10192,13552,train,HYZ15040:15:20
1,HYZ15040,patch_x10192_y13776,10192,13776,train,HYZ15040:15:20
1,HYZ15040,patch_x10192_y14000,10192,14000,train,HYZ15040:15:20
1,HYZ15040,patch_x10192_y14224,10192,14224,train,HYZ15040:15:21
1,HYZ15040,patch_x10192_y14448,10192,14448,train,HYZ15040:15:21
1,HYZ15040,patch_x10192_y14672,10192,14672,train,HYZ15040:15:21
1,HYZ15040,patch_x10192_y14896,10192,14896,train,HYZ15040:15:22
1,HYZ15040,patch_x10192_y15120,10192,15120,train,HYZ15040:15:22
1,HYZ15040,patch_x10192_y15344,10192,15344,train,HYZ15040:15:22
1,HYZ15040,patch_x10192_y15568,10192,15568,train,HYZ15040:15:23
1,HYZ15040,patch_x10192_y16464,10192,16464,train,HYZ15040:15:24
1,HYZ15040,patch_x10192_y16688,10192,16688,train,HYZ15040:15:24
1,HYZ15040,patch_x10192_y16912,10192,16912,internal_val,HYZ15040:15:25
1,HYZ15040,patch_x10192_y17360,10192,17360,internal_val,HYZ15040:15:25
1,HYZ15040,patch_x10192_y17584,10192,17584,train,HYZ15040:15:26
1,HYZ15040,patch_x10192_y17808,10192,17808,train,HYZ15040:15:26
1,HYZ15040,patch_x10192_y18032,10192,18032,train,HYZ15040:15:26
1,HYZ15040,patch_x10192_y18256,10192,18256,train,HYZ15040:15:27
1,HYZ15040,patch_x10192_y18480,10192,18480,train,HYZ15040:15:27
1,HYZ15040,patch_x10192_y18704,10192,18704,train,HYZ15040:15:27
1,HYZ15040,patch_x10192_y18928,10192,18928,train,HYZ15040:15:28
1,HYZ15040,patch_x10192_y19152,10192,19152,train,HYZ15040:15:28
1,HYZ15040,patch_x10192_y19376,10192,19376,train,HYZ15040:15:28
1,HYZ15040,patch_x10192_y19600,10192,19600,train,HYZ15040:15:29
1,HYZ15040,patch_x10192_y19824,10192,19824,train,HYZ15040:15:29
1,HYZ15040,patch_x10192_y20048,10192,20048,train,HYZ15040:15:29
1,HYZ15040,patch_x10192_y4144,10192,4144,internal_val,HYZ15040:15:6
