mpp_id,patient,patch_stem,x,y,split,block_id
4,HYZ15040,patch_x1008_y25200,1008,25200,train,HYZ15040:1:37
4,HYZ15040,patch_x10416_y10416,10416,10416,train,HYZ15040:15:15
4,HYZ15040,patch_x10416_y11088,10416,11088,train,HYZ15040:15:16
4,HYZ15040,patch_x10416_y11760,10416,11760,internal_val,HYZ15040:15:17
4,HYZ15040,patch_x10416_y12432,10416,12432,train,HYZ15040:15:18
4,HYZ15040,patch_x10416_y13104,10416,13104,internal_val,HYZ15040:15:19
4,HYZ15040,patch_x10416_y13776,10416,13776,train,HYZ15040:15:20
4,HYZ15040,patch_x10416_y14448,10416,14448,train,HYZ15040:15:21
4,HYZ15040,patch_x10416_y15120,10416,15120,train,HYZ15040:15:22
4,HYZ15040,patch_x10416_y15792,10416,15792,train,HYZ15040:15:23
4,HYZ15040,patch_x10416_y16464,10416,16464,train,HYZ15040:15:24
4,HYZ15040,patch_x10416_y17136,10416,17136,internal_val,HYZ15040:15:25
4,HYZ15040,patch_x10416_y17808,10416,17808,train,HYZ15040:15:26
4,HYZ15040,patch_x10416_y18480,10416,18480,train,HYZ15040:15:27
4,HYZ15040,patch_x10416_y19152,10416,19152,train,HYZ15040:15:28
4,HYZ15040,patch_x10416_y19824,10416,19824,train,HYZ15040:15:29
4,HYZ15040,patch_x10416_y20496,10416,20496,train,HYZ15040:15:30
4,HYZ15040,patch_x10416_y4368,10416,4368,internal_val,HYZ15040:15:6
4,HYZ15040,patch_x10416_y5040,10416,5040,train,HYZ15040:15:7
4,HYZ15040,patch_x10416_y5712,10416,5712,train,HYZ15040:15:8
4,HYZ15040,patch_x10416_y6384,10416,6384,internal_val,HYZ15040:15:9
4,HYZ15040,patch_x10416_y9744,10416,9744,train,HYZ15040:15:14
4,HYZ15040,patch_x11088_y10416,11088,10416,train,HYZ15040:16:15
4,HYZ15040,patch_x11088_y11088,11088,11088,train,HYZ15040:16:16
4,HYZ15040,patch_x11088_y11760,11088,11760,train,HYZ15040:16:17
4,HYZ15040,patch_x11088_y12432,11088,12432,train,HYZ15040:16:18
4,HYZ15040,patch_x11088_y13104,11088,13104,train,HYZ15040:16:19
4,HYZ15040,patch_x11088_y13776,11088,13776,train,HYZ15040:16:20
4,HYZ15040,patch_x11088_y14448,11088,14448,train,HYZ15040:16:21
4,HYZ15040,patch_x11088_y15120,11088,15120,train,HYZ15040:16:22
4,HYZ15040,patch_x11088_y15792,11088,15792,train,HYZ15040:16:23
4,HYZ15040,patch_x11088_y16464,11088,16464,train,HYZ15040:16:24
4,HYZ15040,patch_x11088_y17136,11088,17136,train,HYZ15040:16:25
4,HYZ15040,patch_x11088_y17808,11088,17808,internal_val,HYZ15040:16:26
4,HYZ15040,patch_x11088_y18480,11088,18480,train,HYZ15040:16:27
4,HYZ15040,patch_x11088_y19152,11088,19152,train,HYZ15040:16:28
4,HYZ15040,patch_x11088_y19824,11088,19824,train,HYZ15040:16:29
4,HYZ15040,patch_x11088_y3024,11088,3024,train,HYZ15040:16:4
4,HYZ15040,patch_x11088_y3696,11088,3696,train,HYZ15040:16:5
4,HYZ15040,patch_x11088_y4368,11088,4368,train,HYZ15040:16:6
4,HYZ15040,patch_x11088_y5040,11088,5040,train,HYZ15040:16:7
4,HYZ15040,patch_x11088_y5712,11088,5712,train,HYZ15040:16:8
4,HYZ15040,patch_x11088_y6384,11088,6384,train,HYZ15040:16:9
4,HYZ15040,patch_x11088_y7056,11088,7056,internal_val,HYZ15040:16:10
4,HYZ15040,patch_x11088_y9072,11088,9072,train,HYZ15040:16:13
4,HYZ15040,patch_x11760_y10416,11760,10416,train,HYZ15040:17:15
4,HYZ15040,patch_x11760_y11088,11760,11088,train,HYZ15040:17:16
4,HYZ15040,patch_x11760_y11760,11760,11760,train,HYZ15040:17:17
4,HYZ15040,patch_x11760_y12432,11760,12432,train,HYZ15040:17:18
4,HYZ15040,patch_x11760_y13104,11760,13104,train,HYZ15040:17:19
4,HYZ15040,patch_x11760_y13776,11760,13776,train,HYZ15040:17:20
4,HYZ15040,patch_x11760_y14448,11760,14448,internal_val,HYZ15040:17:21
4,HYZ15040,patch_x11760_y15120,11760,15120,train,HYZ15040:17:22
4,HYZ15040,patch_x11760_y15792,11760,15792,train,HYZ15040:17:23
4,HYZ15040,patch_x11760_y16464,11760,16464,train,HYZ15040:17:24
4,HYZ15040,patch_x11760_y17136,11760,17136,train,HYZ15040:17:25
4,HYZ15040,patch_x11760_y17808,11760,17808,train,HYZ15040:17:26
4,HYZ15040,patch_x11760_y18480,11760,18480,train,HYZ15040:17:27
4,HYZ15040,patch_x11760_y19152,11760,19152,train,HYZ15040:17:28
4,HYZ15040,patch_x11760_y19824,11760,19824,train,HYZ15040:17:29
4,HYZ15040,patch_x11760_y2352,11760,2352,train,HYZ15040:17:3
4,HYZ15040,patch_x11760_y3024,11760,3024,train,HYZ15040:17:4
4,HYZ15040,patch_x11760_y3696,11760,3696,train,HYZ15040:17:5
4,HYZ15040,patch_x11760_y4368,11760,4368,train,HYZ15040:17:6
4,HYZ15040,patch_x11760_y5040,11760,5040,train,HYZ15040:17:7
4,HYZ15040,patch_x11760_y5712,11760,5712,train,HYZ15040:17:8
4,HYZ15040,patch_x11760_y6384,11760,6384,train,HYZ15040:17:9
4,HYZ15040,patch_x11760_y7056,11760,7056,internal_val,HYZ15040:17:10
4,HYZ15040,patch_x11760_y8400,11760,8400,train,HYZ15040:17:12
4,HYZ15040,patch_x11760_y9072,11760,9072,train,HYZ15040:17:13
4,HYZ15040,patch_x12432_y11760,12432,11760,train,HYZ15040:18:17
4,HYZ15040,patch_x12432_y12432,12432,12432,train,HYZ15040:18:18
4,HYZ15040,patch_x12432_y13104,12432,13104,train,HYZ15040:18:19
4,HYZ15040,patch_x12432_y13776,12432,13776,train,HYZ15040:18:20
4,HYZ15040,patch_x12432_y14448,12432,14448,train,HYZ15040:18:21
4,HYZ15040,patch_x12432_y15120,12432,15120,train,HYZ15040:18:22
4,HYZ15040,patch_x12432_y16464,12432,16464,train,HYZ15040:18:24
4,HYZ15040,patch_x12432_y1680,12432,1680,train,HYZ15040:18:2
4,HYZ15040,patch_x12432_y17136,12432,17136,train,HYZ15040:18:25
4,HYZ15040,patch_x12432_y17808,12432,17808,train,HYZ15040:18:26
4,HYZ15040,patch_x12432_y18480,12432,18480,train,HYZ15040:18:27
4,HYZ15040,patch_x12432_y19152,12432,19152,internal_val,HYZ15040:18:28
4,HYZ15040,patch_x12432_y19824,12432,19824,train,HYZ15040:18:29
4,HYZ15040,patch_x12432_y20496,12432,20496,train,HYZ15040:18:30
4,HYZ15040,patch_x12432_y2352,12432,2352,train,HYZ15040:18:3
4,HYZ15040,patch_x12432_y3024,12432,3024,train,HYZ15040:18:4
4,HYZ15040,patch_x12432_y3696,12432,3696,train,HYZ15040:18:5
4,HYZ15040,patch_x12432_y4368,12432,4368,internal_val,HYZ15040:18:6
4,HYZ15040,patch_x12432_y5040,12432,5040,train,HYZ15040:18:7
4,HYZ15040,patch_x12432_y5712,12432,5712,train,HYZ15040:18:8
4,HYZ15040,patch_x12432_y6384,12432,6384,train,HYZ15040:18:9
4,HYZ15040,patch_x12432_y7056,12432,7056,train,HYZ15040:18:10
4,HYZ15040,patch_x12432_y9072,12432,9072,train,HYZ15040:18:13
4,HYZ15040,patch_x13104_y1008,13104,1008,train,HYZ15040:19:1
4,HYZ15040,patch_x13104_y12432,13104,12432,train,HYZ15040:19:18
4,HYZ15040,patch_x13104_y13776,13104,13776,train,HYZ15040:19:20
4,HYZ15040,patch_x13104_y14448,13104,14448,train,HYZ15040:19:21
4,HYZ15040,patch_x13104_y1680,13104,1680,train,HYZ15040:19:2
4,HYZ15040,patch_x13104_y17136,13104,17136,train,HYZ15040:19:25
4,HYZ15040,patch_x13104_y17808,13104,17808,train,HYZ15040:19:26
4,HYZ15040,patch_x13104_y18480,13104,18480,train,HYZ15040:19:27
4,HYZ15040,patch_x13104_y2352,13104,2352,train,HYZ15040:19:3
4,HYZ15040,patch_x13104_y3024,13104,3024,internal_val,HYZ15040:19:4
4,HYZ15040,patch_x13104_y3696,13104,3696,train,HYZ15040:19:5
4,HYZ15040,patch_x13104_y4368,13104,4368,train,HYZ15040:19:6
4,HYZ15040,patch_x13104_y5040,13104,5040,train,HYZ15040:19:7
4,HYZ15040,patch_x13104_y5712,13104,5712,internal_val,HYZ15040:19:8
4,HYZ15040,patch_x13104_y6384,13104,6384,train,HYZ15040:19:9
4,HYZ15040,patch_x13104_y7056,13104,7056,train,HYZ15040:19:10
4,HYZ15040,patch_x13104_y7728,13104,7728,train,HYZ15040:19:11
4,HYZ15040,patch_x13104_y9072,13104,9072,train,HYZ15040:19:13
4,HYZ15040,patch_x13776_y1008,13776,1008,train,HYZ15040:20:1
4,HYZ15040,patch_x13776_y1680,13776,1680,train,HYZ15040:20:2
4,HYZ15040,patch_x13776_y17808,13776,17808,train,HYZ15040:20:26
4,HYZ15040,patch_x13776_y2352,13776,2352,train,HYZ15040:20:3
4,HYZ15040,patch_x13776_y3024,13776,3024,train,HYZ15040:20:4
4,HYZ15040,patch_x13776_y3696,13776,3696,train,HYZ15040:20:5
4,HYZ15040,patch_x13776_y4368,13776,4368,train,HYZ15040:20:6
4,HYZ15040,patch_x13776_y5040,13776,5040,train,HYZ15040:20:7
4,HYZ15040,patch_x13776_y5712,13776,5712,train,HYZ15040:20:8
4,HYZ15040,patch_x13776_y6384,13776,6384,train,HYZ15040:20:9
4,HYZ15040,patch_x13776_y7056,13776,7056,train,HYZ15040:20:10
4,HYZ15040,patch_x13776_y7728,13776,7728,train,HYZ15040:20:11
4,HYZ15040,patch_x13776_y8400,13776,8400,train,HYZ15040:20:12
