mpp_id,patient,patch_stem,x,y,split,block_id
5,HYZ15040,patch_x10080_y10080,10080,10080,train,HYZ15040:6:6
5,HYZ15040,patch_x10080_y10416,10080,10416,train,HYZ15040:6:6
5,HYZ15040,patch_x10080_y10752,10080,10752,train,HYZ15040:6:6
5,HYZ15040,patch_x10080_y11088,10080,11088,train,HYZ15040:6:7
5,HYZ15040,patch_x10080_y11424,10080,11424,train,HYZ15040:6:7
5,HYZ15040,patch_x10080_y11760,10080,11760,train,HYZ15040:6:7
5,HYZ15040,patch_x10080_y12096,10080,12096,train,HYZ15040:6:7
5,HYZ15040,patch_x10080_y12432,10080,12432,train,HYZ15040:6:7
5,HYZ15040,patch_x10080_y12768,10080,12768,train,HYZ15040:6:8
5,HYZ15040,patch_x10080_y13104,10080,13104,train,HYZ15040:6:8
5,HYZ15040,patch_x10080_y13440,10080,13440,train,HYZ15040:6:8
5,HYZ15040,patch_x10080_y13776,10080,13776,train,HYZ15040:6:8
5,HYZ15040,patch_x10080_y14112,10080,14112,train,HYZ15040:6:9
5,HYZ15040,patch_x10080_y14448,10080,14448,train,HYZ15040:6:9
5,HYZ15040,patch_x10080_y14784,10080,14784,train,HYZ15040:6:9
5,HYZ15040,patch_x10080_y15120,10080,15120,train,HYZ15040:6:9
5,HYZ15040,patch_x10080_y15456,10080,15456,train,HYZ15040:6:9
5,HYZ15040,patch_x10080_y15792,10080,15792,train,HYZ15040:6:10
5,HYZ15040,patch_x10080_y16128,10080,16128,train,HYZ15040:6:10
5,HYZ15040,patch_x10080_y16464,10080,16464,train,HYZ15040:6:10
5,HYZ15040,patch_x10080_y16800,10080,16800,train,HYZ15040:6:10
5,HYZ15040,patch_x10080_y17136,10080,17136,embargo,HYZ15040:6:10
5,HYZ15040,patch_x10080_y17472,10080,17472,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10080_y17808,10080,17808,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10080_y18144,10080,18144,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10080_y18480,10080,18480,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10080_y18816,10080,18816,embargo,HYZ15040:6:12
5,HYZ15040,patch_x10080_y19152,10080,19152,train,HYZ15040:6:12
5,HYZ15040,patch_x10080_y19488,10080,19488,train,HYZ15040:6:12
5,HYZ15040,patch_x10080_y19824,10080,19824,train,HYZ15040:6:12
5,HYZ15040,patch_x10080_y20160,10080,20160,train,HYZ15040:6:12
5,HYZ15040,patch_x10080_y20496,10080,20496,train,HYZ15040:6:13
5,HYZ15040,patch_x10080_y4032,10080,4032,train,HYZ15040:6:2
5,HYZ15040,patch_x10080_y4368,10080,4368,train,HYZ15040:6:2
5,HYZ15040,patch_x10080_y4704,10080,4704,train,HYZ15040:6:3
5,HYZ15040,patch_x10080_y5040,10080,5040,train,HYZ15040:6:3
5,HYZ15040,patch_x10080_y5376,10080,5376,train,HYZ15040:6:3
5,HYZ15040,patch_x10080_y5712,10080,5712,train,HYZ15040:6:3
5,HYZ15040,patch_x10080_y7728,10080,7728,train,HYZ15040:6:4
5,HYZ15040,patch_x10080_y8064,10080,8064,train,HYZ15040:6:5
5,HYZ15040,patch_x10080_y8400,10080,8400,train,HYZ15040:6:5
5,HYZ15040,patch_x10080_y9072,10080,9072,train,HYZ15040:6:5
5,HYZ15040,patch_x10080_y9408,10080,9408,train,HYZ15040:6:6
5,HYZ15040,patch_x10080_y9744,10080,9744,train,HYZ15040:6:6
5,HYZ15040,patch_x1008_y24864,1008,24864,train,HYZ15040:0:15
5,HYZ15040,patch_x1008_y25200,1008,25200,train,HYZ15040:0:16
5,HYZ15040,patch_x10416_y10080,10416,10080,train,HYZ15040:6:6
5,HYZ15040,patch_x10416_y10416,10416,10416,train,HYZ15040:6:6
5,HYZ15040,patch_x10416_y10752,10416,10752,train,HYZ15040:6:6
5,HYZ15040,patch_x10416_y11088,10416,11088,train,HYZ15040:6:7
5,HYZ15040,patch_x10416_y11424,10416,11424,train,HYZ15040:6:7
5,HYZ15040,patch_x10416_y11760,10416,11760,train,HYZ15040:6:7
5,HYZ15040,patch_x10416_y12096,10416,12096,train,HYZ15040:6:7
5,HYZ15040,patch_x10416_y12432,10416,12432,train,HYZ15040:6:7
5,HYZ15040,patch_x10416_y12768,10416,12768,train,HYZ15040:6:8
5,HYZ15040,patch_x10416_y13104,10416,13104,train,HYZ15040:6:8
5,HYZ15040,patch_x10416_y13440,10416,13440,train,HYZ15040:6:8
5,HYZ15040,patch_x10416_y13776,10416,13776,train,HYZ15040:6:8
5,HYZ15040,patch_x10416_y14112,10416,14112,train,HYZ15040:6:9
5,HYZ15040,patch_x10416_y14448,10416,14448,train,HYZ15040:6:9
5,HYZ15040,patch_x10416_y14784,10416,14784,train,HYZ15040:6:9
5,HYZ15040,patch_x10416_y15120,10416,15120,train,HYZ15040:6:9
5,HYZ15040,patch_x10416_y15456,10416,15456,train,HYZ15040:6:9
5,HYZ15040,patch_x10416_y15792,10416,15792,train,HYZ15040:6:10
5,HYZ15040,patch_x10416_y16464,10416,16464,train,HYZ15040:6:10
5,HYZ15040,patch_x10416_y16800,10416,16800,train,HYZ15040:6:10
5,HYZ15040,patch_x10416_y17136,10416,17136,embargo,HYZ15040:6:10
5,HYZ15040,patch_x10416_y17472,10416,17472,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10416_y17808,10416,17808,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10416_y18144,10416,18144,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10416_y18480,10416,18480,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10416_y18816,10416,18816,embargo,HYZ15040:6:12
5,HYZ15040,patch_x10416_y19152,10416,19152,train,HYZ15040:6:12
5,HYZ15040,patch_x10416_y19488,10416,19488,train,HYZ15040:6:12
5,HYZ15040,patch_x10416_y19824,10416,19824,train,HYZ15040:6:12
5,HYZ15040,patch_x10416_y20160,10416,20160,train,HYZ15040:6:12
5,HYZ15040,patch_x10416_y20496,10416,20496,train,HYZ15040:6:13
5,HYZ15040,patch_x10416_y20832,10416,20832,train,HYZ15040:6:13
5,HYZ15040,patch_x10416_y4032,10416,4032,train,HYZ15040:6:2
5,HYZ15040,patch_x10416_y4368,10416,4368,train,HYZ15040:6:2
5,HYZ15040,patch_x10416_y4704,10416,4704,train,HYZ15040:6:3
5,HYZ15040,patch_x10416_y5040,10416,5040,train,HYZ15040:6:3
5,HYZ15040,patch_x10416_y5376,10416,5376,train,HYZ15040:6:3
5,HYZ15040,patch_x10416_y5712,10416,5712,train,HYZ15040:6:3
5,HYZ15040,patch_x10416_y6048,10416,6048,train,HYZ15040:6:3
5,HYZ15040,patch_x10416_y6384,10416,6384,train,HYZ15040:6:4
5,HYZ15040,patch_x10416_y9408,10416,9408,train,HYZ15040:6:6
5,HYZ15040,patch_x10416_y9744,10416,9744,train,HYZ15040:6:6
5,HYZ15040,patch_x10752_y10080,10752,10080,train,HYZ15040:6:6
5,HYZ15040,patch_x10752_y10416,10752,10416,train,HYZ15040:6:6
5,HYZ15040,patch_x10752_y10752,10752,10752,train,HYZ15040:6:6
5,HYZ15040,patch_x10752_y11088,10752,11088,train,HYZ15040:6:7
5,HYZ15040,patch_x10752_y11424,10752,11424,train,HYZ15040:6:7
5,HYZ15040,patch_x10752_y11760,10752,11760,train,HYZ15040:6:7
5,HYZ15040,patch_x10752_y12096,10752,12096,train,HYZ15040:6:7
5,HYZ15040,patch_x10752_y12432,10752,12432,train,HYZ15040:6:7
5,HYZ15040,patch_x10752_y12768,10752,12768,train,HYZ15040:6:8
5,HYZ15040,patch_x10752_y13104,10752,13104,train,HYZ15040:6:8
5,HYZ15040,patch_x10752_y13440,10752,13440,train,HYZ15040:6:8
5,HYZ15040,patch_x10752_y13776,10752,13776,train,HYZ15040:6:8
5,HYZ15040,patch_x10752_y14112,10752,14112,train,HYZ15040:6:9
5,HYZ15040,patch_x10752_y14448,10752,14448,train,HYZ15040:6:9
5,HYZ15040,patch_x10752_y14784,10752,14784,train,HYZ15040:6:9
5,HYZ15040,patch_x10752_y15120,10752,15120,train,HYZ15040:6:9
5,HYZ15040,patch_x10752_y15456,10752,15456,train,HYZ15040:6:9
5,HYZ15040,patch_x10752_y15792,10752,15792,train,HYZ15040:6:10
5,HYZ15040,patch_x10752_y16800,10752,16800,train,HYZ15040:6:10
5,HYZ15040,patch_x10752_y17136,10752,17136,embargo,HYZ15040:6:10
5,HYZ15040,patch_x10752_y17472,10752,17472,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10752_y17808,10752,17808,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10752_y18144,10752,18144,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10752_y18480,10752,18480,internal_val,HYZ15040:6:11
5,HYZ15040,patch_x10752_y18816,10752,18816,embargo,HYZ15040:6:12
5,HYZ15040,patch_x10752_y19152,10752,19152,train,HYZ15040:6:12
5,HYZ15040,patch_x10752_y19488,10752,19488,train,HYZ15040:6:12
5,HYZ15040,patch_x10752_y19824,10752,19824,train,HYZ15040:6:12
5,HYZ15040,patch_x10752_y20160,10752,20160,train,HYZ15040:6:12
5,HYZ15040,patch_x10752_y20496,10752,20496,train,HYZ15040:6:13
5,HYZ15040,patch_x10752_y20832,10752,20832,train,HYZ15040:6:13
5,HYZ15040,patch_x10752_y3024,10752,3024,embargo,HYZ15040:6:1
5,HYZ15040,patch_x10752_y3360,10752,3360,embargo,HYZ15040:6:2
5,HYZ15040,patch_x10752_y3696,10752,3696,embargo,HYZ15040:6:2
5,HYZ15040,patch_x10752_y4032,10752,4032,embargo,HYZ15040:6:2
5,HYZ15040,patch_x10752_y4368,10752,4368,embargo,HYZ15040:6:2
5,HYZ15040,patch_x10752_y4704,10752,4704,embargo,HYZ15040:6:3
5,HYZ15040,patch_x10752_y5040,10752,5040,train,HYZ15040:6:3
5,HYZ15040,patch_x10752_y5376,10752,5376,train,HYZ15040:6:3
5,HYZ15040,patch_x10752_y5712,10752,5712,train,HYZ15040:6:3
5,HYZ15040,patch_x10752_y6048,10752,6048,train,HYZ15040:6:3
