barcode,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic,Glycolysis,Inflammatory_Response,IL6_JAK_STAT3,P53_Pathway,DNA_Damage_Response,Complement,Coagulation,Oxidative_Phosphorylation,Reactive_Oxygen_Species,Wound_Healing,Fibrosis,MYC_Targets,E2F_Targets,G2M_Checkpoint,Mitotic_Spindle,Unfolded_Protein_Response,mTOR_Signaling,Interferon_Alpha,Angiogenesis,Apoptosis,TNF_Signaling,ECM_Organization
patch_x10080_y9408,0.7713641093164586,-0.8394761686157723,-0.8171790150354091,-1.1812769561146157,-2.1186740302423837,0.07576879581073391,-0.8610315103042173,0.2697953194273113,-1.3690384989033142,0.01541478672599678,-1.6928118355226898,-1.2186645148981066,-0.376511480820561,-0.6364457450457484,0.10037083298016788,-1.3540057892292938,-1.116888692141431,-0.8298342391074648,-0.8402418125667326,-1.5111059345501419,-0.6846092502221898,-0.5354201220956745,-0.4913986745730395,-1.2831840786811384,-1.1414191438814962,-1.0268063368223463,-0.4576122037100265,-0.9305912844742183,-0.7160373718084866,-1.032298208798445
patch_x10080_y9744,0.536302432757946,-0.7563114004215702,-1.0202210492077546,-1.3398052284399813,-2.372105077226035,-0.0956941166081801,-0.9576847199530376,0.08514702409040176,-1.616700949965063,-0.15266939958728873,-0.7018510803346688,-1.438022040894777,-0.6780987750242028,-0.8004133216300843,0.4143830929215108,-1.3899997613059105,-0.6889603770486283,-0.920881869119194,-0.8941641385721871,-1.6051183532750448,-0.29305643817809335,-0.716672858664953,-0.7059159026935021,0.3336879087205937,-1.3723271640458048,-1.0472702970036127,-0.7021503292936389,-0.9982754735445222,-0.32170132371470817,-1.1613007908423307
patch_x2352_y8400,0.7084030690740937,-0.9237442991239349,-0.043331930505881855,-1.2246127706883165,0.46724421643442776,0.03077884483931773,-0.8869911253657706,0.219975118987353,-1.4359871422883412,-0.4073449598687971,-1.7460394688133354,-1.2775785334684453,-0.45832365963793864,-0.680879578158318,0.673823446845316,-1.3983982700639417,-1.2311537120781146,-0.7323159420179661,-0.8807860208736124,-1.5366429026691415,-0.7406211172133527,-0.35809770195313884,-0.2868565201507153,-1.170952335012298,-1.20508725884171,-0.8586485232294181,-0.5240737196809513,-0.43920275925512703,-0.733185812347605,-0.8928056059319914
patch_x2688_y8064,0.738654298935876,-0.8811687826623005,-0.8448524316377642,-1.2029052511395166,-2.15277202565473,0.05278361504809902,-0.8740692634043273,0.24532071046991896,-1.4024788709795077,-0.3847081634096807,-1.7190224125218716,-1.2483707374598003,-0.4167091260893954,-0.6582587176646458,0.04712715442191451,-1.3761531392492221,-1.1741907347803064,-0.7090478655739637,-0.8606840917812727,-1.5237392373539589,-0.7129629806446837,-0.5599877121720988,-0.5198764785237422,-1.3125001611106726,-0.8557978033688314,-0.3790649753399096,-0.490733578028652,-0.966069881056585,-1.2471223016795985,-1.049782017113826
patch_x2688_y8400,0.6729139937592109,-0.9657312139754987,-0.9004324677913745,-1.2470333109522238,-2.223271935088363,0.0037630873552708982,-0.9013036809912255,0.19262626769688562,-1.4709891967152973,-0.43179045662870125,-1.6385233571342692,-1.3096273608294655,-0.5009352627166496,-0.7051498763963184,0.6152832940755434,-1.0601654952474169,-1.2916429689229425,-0.9208435469908398,-0.9021217191589229,-1.5501856066475526,-0.7708628880962204,-0.6107585063381886,-0.580372359867107,-0.3340471495713292,-1.2362430006223875,-1.1352904644741948,-0.5580264098675473,-0.008944827095361874,-1.2863009682856035,-1.0855746410335179
patch_x3024_y8064,0.7187718651751293,-0.9089311586038729,0.05149156763607073,-1.2174825635372513,-2.179958265240249,0.03622557013852085,-0.8825293165270663,0.22772686346140142,-1.0610252308325396,-0.40003794503122564,-1.737681410693318,-0.5808269812929391,-0.4454667104331559,-0.6723967554731927,0.014031241020402999,-1.3916025048260392,-1.2111488569556728,-0.8791051010190114,-0.8738939308990966,-1.5327595138695251,-0.5864514697596187,-0.5761769529153966,-0.5408068863454359,-0.8725733990176818,-1.194093866471652,-0.7157330259633917,-0.5125228044628354,-0.9887099193426091,-1.259834181859584,-1.061871547001595
patch_x3024_y8400,0.6762277327193339,-0.9729906338330118,-0.9008988736891668,0.19589425911500827,-2.229722907193402,0.012042109810059088,-0.8974213278458594,0.19358434847457767,-0.6093127933505073,-0.23722166787723442,-1.5604216614257114,-0.42230770619446234,-0.5048185861499329,-0.7025915647928679,-0.06109034319280738,-1.2977267153136325,-1.29598300528849,-0.9227340356972783,-0.9018026409193602,-0.9025767624530229,-0.7716578525005914,-0.6115930032837192,-0.5802556475558321,-1.373743173005447,-1.2372721692697983,-0.8380261134592749,-0.557326354399782,-1.0388217114025282,-1.0131381778546262,-1.084654440595866
patch_x3024_y8736,0.5350196950959618,-1.1593811436880879,-1.0221644071152238,-1.3434495565394156,-2.384546237714323,-0.08632574909355122,-0.9534546933916693,0.08323086253501766,-1.2694660366479564,-0.5332027852470361,-1.6554313284023232,-1.4414611841108125,-0.6865476273587762,-0.7997064197396583,1.355568928315004,-1.1496948647383158,-0.7076081888209619,-1.0560725672732474,-0.9917401607102779,-1.6068634203938605,-0.8973947224582871,-0.7208453433926089,-0.7099230253805567,-1.1192864329038972,-1.1638585163920143,-0.642762472303393,-0.7032879194287591,-1.1957834402513687,-0.17108954682123095,-1.1619988739329639
patch_x3024_y9072,0.2576276756919856,-0.8728055901930182,-1.2650064112325312,-1.5348560062835854,0.4133325209851786,-0.28229892535888046,-1.062913873863265,-0.12920177535494357,-1.4100527078883796,0.3512235380691202,-1.0446025715301444,-0.42649313493663277,-0.14400950080296218,-0.9902333102071887,0.9507802942851598,-1.1727746037251179,-1.6829939352375476,-1.3173735531662512,-1.1696581870894718,-1.7164093943172305,-1.1439330583632155,-0.9314723724445704,-0.959765179713099,0.25030856342712543,-1.2609054343725938,-0.8770236223575125,-0.9951672960199729,-1.274995734522487,0.13165086557740974,-1.3143713739882434
patch_x3360_y7392,0.7928499651546881,-0.8124985948209574,-0.7988337163889032,-1.1670957663363857,-2.0970171953183265,0.09232684072031386,-0.8518761103494722,0.286953675173242,-1.3476502406210795,-0.7755894738291897,-1.6755825051875608,-1.199176036673905,-0.3501678542866746,-0.6219710872893816,0.13553175278278348,-1.3393142248120995,-1.0793202523521503,-0.8098954910317487,-0.8267767108572598,-1.502724696697803,-0.6659938337532141,-0.5193310209858398,-0.4722189514204457,-1.2633416412097471,-1.1214906964361948,-1.003531560344311,-0.4361730050097262,-0.9070769357665759,-1.2157337360044023,-1.0206529136047153
patch_x3360_y7728,0.6617969340220198,-0.9893733786465886,-0.9126367554502783,-1.2574117235832194,-2.2444679862906325,0.002238004271492336,-0.9029261569325732,0.18295836166745252,-1.1323314921056842,0.21229368673526708,-0.7784614132265235,-1.322536608553424,-0.5219262001938457,-0.7123535432797186,-0.08514487721650005,-1.2607644462316632,-0.7478166830061762,-0.7765780403140332,-0.9106304722138794,-1.5560352682571013,-0.7833835774650323,-0.6220409050417631,-0.5932885223146938,-1.3869465994431742,-1.250698142079189,0.08589701882074029,-0.5713274637550798,-0.879576852712901,-0.963076730452794,-1.0925237408902646
patch_x3360_y8064,0.43218689252693593,-0.28032194610755773,-1.1123362140217778,-1.4147516280500754,0.2926071858766033,-0.16356031383625155,-0.9952334488813566,0.0020552911887925045,-1.475901586347085,0.2360579333477333,-1.8316590632792114,-1.5388038899211969,-0.5251544580215514,-0.8718777365528001,-0.4723056719319918,-1.0635245160160627,-1.7458548998048238,-0.9942645107332766,-0.8241085398899926,-1.4482803516927614,-0.9886500113764749,-0.7992212965168555,-0.8056660247284826,-0.70190824046251,-1.2655908886721026,-0.39774962229661603,-0.812452818933343,-0.6664437116006902,0.03852181276032919,-1.219892173881081
patch_x3360_y8400,0.41048724707837875,-1.3253667977274495,-0.327161908127296,0.5407551974905636,-2.5264676240251673,-0.18610975657495332,-1.0067066716094542,-0.014841769799584601,-0.7849656189831242,-0.02591933152547495,-0.8652313266232265,-1.5581926828347832,-0.8505918037430762,-0.8877661980900208,0.5258653104065866,-1.2263676972541018,-1.2291106084916459,-0.990406111388274,-1.0728285773240376,-1.1873848043427468,-1.009252838856367,-0.816645592739536,-0.8254682135411971,-0.13931362867699548,-1.4998972959315584,0.15052718679936222,-0.8355984028363164,-1.3347987972881137,-0.7972718813843247,-1.061716515555064
patch_x3360_y8736,0.5274301639292257,-1.1625203522751186,-1.0283054181028242,0.11281797152382897,-2.3877717237668423,-0.09863534826974837,-0.9580323933690408,0.07783077087894008,-0.6245611362989352,0.01444167172172613,-1.1108772484730458,-0.5687945149943613,-0.6924250898523887,-0.8045874089830849,-0.3064354280377412,-0.07337447947339758,-1.2515050654483746,-1.0597058502559327,-0.9956116433502847,-1.1339069307833451,-0.901535162064372,-0.722948275695344,-0.7148638465577951,-0.7238313987319651,-1.381168658334917,-1.0481034470539026,-0.7108572691739646,-0.8273264727836871,-0.12099247650500482,-0.995083903491645
patch_x3696_y7392,0.6702416236300782,-0.9793671512754216,-0.9053297297181961,-1.2511529861950619,-2.239860149072748,0.007575795064712253,-0.8997391506192122,0.18896814109115373,-1.4788994573180922,-0.4361281794271775,-1.161207750381181,-1.3143125704281213,-0.5132149611408107,-0.705856778286746,-0.07130375323071128,-1.4261191253868986,-1.0003144299469435,-0.7690818455068915,-0.9056528516767286,-1.5523976635587264,-0.7756326745224351,-0.6161994264230486,-0.5871027698172042,-1.3797854190023737,-1.2438682046918332,-0.5558453139894288,-0.5636706070763995,-1.0443436719600927,-1.2870832378351404,-1.0884463010199816
patch_x3696_y7728,0.30690618087319355,-1.459273664018068,-1.2208533195748392,-1.5019778288647805,-0.004137530955162349,-0.25386701929704036,-1.0464573321724588,-0.09262050929763158,-1.2472755387203676,-0.10367889579190666,-0.8790623751430126,-0.20230809161536592,-0.9821525043814168,-0.5784144123629297,-0.0364728803819073,-1.0752008879463257,-0.14199909888359133,-1.10802296486801,-0.8508740220993242,-1.4819587622872195,-0.9389492902790093,-0.8966237799992048,-0.919304911804993,-0.6623454014943162,-0.938026818322598,-0.3856047677957083,-0.945857139009284,-1.2555193534453148,-0.3674753949032451,-1.2890658619528228
patch_x3696_y8064,0.06575150042025811,-0.7702711981110882,-1.4227293390027027,0.700519629269197,0.44973443500646665,-0.4413433040956127,-1.1520921050680224,-0.2770075098769882,0.05253757018727088,-0.06132454267593202,0.8746236487782156,-1.2424320759585958,-0.8963568343818296,-0.5772568215754806,-0.16258724887075082,-0.3391833332059008,-1.1716322940179071,-1.1227516486420297,-1.0617509857159335,-0.8038453640506245,-0.9552726143581066,-1.074939087320215,-1.133861044029217,1.04056372511825,-0.5436944036127783,-0.5947116553005825,-0.6512828210983973,-0.8301683519232458,-1.0295579371001553,-1.3512016116964474
patch_x3696_y8400,0.11834374456159101,-1.1922129207692138,-0.5909929076916983,0.33158939546306493,0.1967641717446039,-0.39973032280970083,-0.2342039749336953,-0.24251660188009422,0.4176668901508523,-0.6127135425993788,-0.7390781057982876,-0.8773862493235984,-0.43532211629228046,-1.0922291543974043,-0.35557399511904547,-0.24843002745419893,0.37806725529263757,-1.4455427796855491,-1.2585746565137925,-0.8333043542062442,-1.2660594649843968,-0.8808328525559344,-0.534665299174802,-0.3662099747179109,0.03048905293358679,-0.24982635186524144,-0.7272486553339559,-0.6188856314293905,-0.7490650686967779,-1.2244233933293818
patch_x3696_y8736,0.22096275752028843,-0.8185592541016797,-1.2923688905696913,0.30741925357095573,0.41471487215054353,-0.31944559189944577,-0.1759901584686771,-0.1605571462612107,-0.2178797401998451,0.20550372225420582,-0.3552260862860764,-0.09231373670960538,-1.0928796995736378,-1.0193172736990537,0.12777653170514885,-0.7133205078886395,-0.5415415022939511,-0.9389221727244096,-1.192014935741377,-0.6376382996234979,-0.5514964853817428,-0.8154853527670509,-0.333143342686606,0.3541239602844389,-0.4008389515101059,-0.19678324921525903,-0.5523172012119344,-1.0711157746567501,-0.43001089503213913,-1.3354090598559347
patch_x3696_y9408,0.2502519341355817,-1.539225382719061,-1.2700591417919491,0.3321026233904417,-0.0013728286244316865,-0.30081779137617065,-0.158804888270905,-0.13878258313185793,-0.2654224850224195,-0.2849108102139348,-0.8947961468007688,-1.3759580324358773,-1.0580347433614887,-1.0002645846522995,0.8091485548147933,-0.472642678525998,-1.2484772090219785,-1.3247878135618119,-1.1755504985800307,-0.832517328826571,-1.1519489494406008,-0.9404181797006574,-0.9717087395667391,-1.1379017989203364,-0.5780032654541629,-0.7849047830616513,0.0360816392579254,-0.9171831795175696,-0.11609596428807968,-1.3198291145150054
patch_x4032_y8064,-0.13627968134217266,0.8218033455175785,-0.7808181278750083,0.5298644175207661,-3.1356237042295056,-0.5672715930131885,-1.2233651553486276,-0.4368328032464349,0.682559641075444,-0.6669613459200062,0.4367919491033402,0.5612546176961817,-0.2841578143740932,-0.8179836276501481,-1.4295756663042183,0.056483214673568455,0.49063470350019356,-1.185372959810334,-1.0514263337586498,0.3920106503315197,-0.04700471831264867,-0.7621225395857817,-0.7217799032501713,-0.7224385888323637,-0.7172065105366486,-1.184192080513554,-0.09380657521693148,-0.07113091946411164,-0.8701253300229854,-1.3337775504169138
patch_x4032_y8400,0.01519025757706877,-1.1703210383388014,-0.5696372737004287,-0.43602181312577076,0.36402866275381357,0.9535683382575199,-0.28763389571443904,-0.31864047458030914,0.7276470604538391,-0.4494045807604412,-0.24925750219893464,-1.1495056022948498,-0.18612237648052998,-0.616893814781219,-0.1488862396845772,0.65197741080515,-1.5919947582377143,-1.4296436478668508,-1.0036578322215057,0.28574714161824105,-0.5952103655598042,-1.1203023412792665,-1.1858758307533843,-0.3901950636073761,1.2378564697028878,-1.4495445047355677,-0.5131776805853465,-0.44853981617281763,-0.25617223008555146,-0.9001007234694465
patch_x4032_y9072,0.3590708457938654,-0.2755853094009871,-1.1779439769779267,-1.466485242157252,-2.5872910753012435,-0.2161756802265543,-1.0243800702562715,-0.05421017993745412,0.5817912345015269,-0.4406829520889343,-2.044216858059975,-0.6898713300031221,-0.4931269728949906,0.005345050213202683,-0.5982152514156539,0.42830410218863024,-0.6659505079828185,-0.7623881552447606,-0.7723093488392312,0.3027739497162371,0.10901560761155535,-0.8577028424596514,-0.8729312201257063,-0.2927752455773778,0.15444421824447013,-1.1712253113027091,-0.38415791445086617,-0.9196832743843326,-1.1608627129933118,-1.009848361058742
patch_x4032_y9408,0.3794877535804391,-1.3597018916481198,-1.1554010252512874,-1.44897662237519,0.1474603135132397,-0.20364821203838687,-1.0163835816882028,-0.03496146613110631,-1.1661053156542236,-0.4178290874631396,-0.841953578469007,-1.5876995347752596,-0.8850169412056843,-0.9091415647767519,0.10802845967157096,-1.3465308606571604,-0.9280394304594226,-1.0232491628521279,-0.6731934873051312,-1.0141352778636414,-0.59593569301109,-0.6854092590073295,-0.330713435824411,-0.8326023685968084,-0.5563111366067927,-1.4696726152926645,-0.8682384890208567,-0.9311115314245274,-1.1271583236319531,-0.8372169210110968
patch_x4368_y7392,0.5682639795023738,-1.1165113264214188,-0.9945687248291647,-1.3197614238930964,-2.3536737283544964,-0.06541032394461033,-0.9411122871235639,0.11005712431038171,-1.2801527604323528,-0.31366659613954656,-1.6602067650541772,-1.4099606259581436,0.0671155861054677,-0.7764123193503423,-0.24124819894336436,-1.498061345153623,-1.4920983985566927,-1.0237865648336077,-0.9710426189040915,-1.5935910789268155,-0.8672523221259609,-0.4461201698419047,-0.3948006965442322,-1.0378107683409563,-1.34566233999928,-0.9706254657028179,-0.6708666005778978,-1.1587863045156703,-1.0747203129493463,-1.1449275692620489
patch_x4368_y7728,0.24747266920128397,-1.0461238604793968,-1.2750341380350694,-1.540956294623941,0.35158750226552515,-0.29787655971460086,-1.0700411788913253,-0.1415697272124164,-0.6859116876231123,-0.5130770314083096,-0.4979002784893132,-0.052182291469290105,-0.30298987453260623,-1.0005675426053386,0.8591653087805061,-0.07800389303399245,-0.7142761322495996,-0.9187972803306367,-0.891329334066406,-1.5099641319228607,-0.7593978453336571,-0.9408521181123353,-0.9717865477742541,0.1356315039080872,-0.7380509699739625,-0.71191143285953,-1.0067619647048263,-0.82831863190756,-0.4636759884069739,-1.154112656582454
patch_x4368_y8064,0.021497051081822535,-0.4860845992440805,-1.469136725833057,-1.6911659919397293,-0.2607940639913321,-0.4666161094839139,-0.390799148388355,-0.31236940039905553,0.13367309686530734,-0.9037831704201151,-0.8440262944328347,-0.8921616036248666,-1.337476598526686,-0.6120009859591202,-0.3804807587775087,-0.9830472464948945,0.4001841503771917,-1.537822259668563,-1.3212416227635662,-0.44649071319734035,-0.6357027166572399,-0.33664448791934026,-1.1712089836366966,-1.0235628914778545,-0.4976924107697955,-1.7227751852288962,-1.2404929840048204,0.3558520052204904,-1.1906368257324584,-1.4435802078543603
