barcode,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic,Glycolysis,Inflammatory_Response,IL6_JAK_STAT3,P53_Pathway,DNA_Damage_Response,Complement,Coagulation,Oxidative_Phosphorylation,Reactive_Oxygen_Species,Wound_Healing,Fibrosis,MYC_Targets,E2F_Targets,G2M_Checkpoint,Mitotic_Spindle,Unfolded_Protein_Response,mTOR_Signaling,Interferon_Alpha,Angiogenesis,Apoptosis,TNF_Signaling,ECM_Organization
patch_x1008_y25200,0.5531518620967517,-0.5324260591343855,-0.7635988676240545,-0.890056442028965,-1.5055354728697918,0.11109731252926812,-0.6420757673866779,0.26638207575479644,-0.9826509262538867,-0.6949455337717136,-1.231430514302988,-0.8172954225526851,-0.19247033803887859,-0.482465428969181,-0.11116544826823067,-0.9391584788022217,-0.7383928965145211,-0.7896451482438753,-0.7979889709737342,-1.0888940987577498,-0.49301560857621035,-0.392982847762792,-0.3698905815839031,-0.8431176478579037,-0.7830763152958081,-0.9409392621143008,-0.43128998951262937,-0.5669976793396749,-0.8821280441667606,-0.9372325132457623
patch_x10192_y10192,0.04279944924842587,-1.1389800891456279,-1.105248880262513,-0.06813407952747288,-1.8812249796263163,-0.298110128987187,-0.8356525953768544,-0.17819005774504917,-1.067166654530905,0.7600891463271118,0.2848959347372526,-0.7478526178484749,-0.2448020774090985,-0.8475756974892634,-0.8802736779856434,-0.024016063312746586,0.17172882831765024,-0.7588480857793953,-1.0929927982061958,-0.9251592671477603,-0.9529063633843539,-0.7991564984566708,-0.8486663015068234,-0.5070824501864594,0.49118442742976237,-1.1281510033719886,0.5641119739102272,-0.24948029690782253,-0.1602650876161381,-1.181407398110739
patch_x10192_y10416,0.014041495826021126,-0.6958341976439448,-1.1246332781427086,-0.0505443932328514,0.34128317020026877,-0.3148858366921059,0.14767490278270842,-0.19933700996729317,-1.2041914703632934,0.2091978761244913,-0.19597145313876146,0.24355990897312063,-0.4710591657914635,-0.8666000012736773,0.18257199145252917,0.9264700265192026,-0.2724384435167387,-0.6191119665924318,-0.9930511735852043,-1.0664326289944925,0.010734800694163138,-0.8183001062202304,0.15241203462099503,-0.9721370214545557,-0.8214789437494573,-0.13889739231598722,-0.2021001752933236,-0.18755188275204557,0.17568349404793318,-1.1936628793587456
patch_x10192_y10640,-0.00013496008643598955,-0.6281280692334068,-1.132962511606857,-0.9393532925282155,0.34861181560927756,-0.3268684850527656,-0.8499566342523925,-0.20723673349859384,-0.503336696217196,-0.05698507090882667,-0.15892321449865943,0.23500057481639908,-0.485413901877082,-0.8736798220884258,-0.1952727236827259,-0.5044664810330387,-0.2561934637431078,-1.0572530071467856,-0.6436343314065623,-0.8506984579199441,-0.8058782164041929,-0.8285648913785238,-0.8814714897530554,-0.2729838026813939,0.5796840535301769,-1.5061378707545159,-1.0156444494005372,-0.8485791510956319,-0.2623175394744285,-1.0947023347493356
patch_x10192_y10864,-0.012016180279728998,0.6583277776757148,-0.27843725537429137,-1.2030336614844175,0.6379004501753902,-0.3295645809339116,0.09339605923875823,-0.22194237268762482,0.7024264043788506,0.18080054377078045,-0.8889171336763615,0.3821626286057317,-0.9489770473900331,-0.46343135272902436,-0.9545754317415278,0.6686293573369152,0.10128112872247684,-1.2621312931881432,-0.8539632204037694,0.07795077774623915,-0.5522209950119066,-0.1669725687508293,-0.8973239968781396,-0.20006084182148573,-0.6548275355098713,-1.2324399695865833,-1.0283903421446718,-1.1599457941458649,0.19703512936553463,-0.7587646866559289
patch_x10192_y11088,0.19779536722458163,-0.148789546895157,-1.0027993086535079,-1.0878586940551407,0.5997143504126626,-0.15656509522692164,-0.7712169485554466,-0.03757497888793509,-1.041057390107781,-0.06140818033189119,-0.755530447675445,-1.1181868301625568,-0.6651414834650707,-0.31225054927990253,-0.6433777557054263,-0.41152626296973044,-0.9266727716266954,-0.43807379420170756,-0.23567361076002322,-0.572019419816937,0.021524146140381548,-0.4896631451742826,-0.022650380097213114,-0.2972921644999298,-1.108166271242701,-1.0278582155416718,0.9230793014948118,-0.9445438151084118,0.05809592493908977,-0.3344950305027839
patch_x10192_y11312,-0.006075570183081941,-0.06646793304884578,-1.1403073811161497,0.5206103275233734,0.5541996052409276,-0.3109914759748934,0.23308564516622512,-0.21513645702989254,0.2568564223232178,-0.8673393104063251,0.005764192155592762,0.2627472517804305,0.6398547993816073,-0.872116180681487,-0.5941001735589021,1.0000015465667853,-1.1781474960287401,-0.3795654891888874,0.07487936876268542,1.0387129687828716,0.13474358441615467,-0.10710732077768152,0.8113232758503977,-0.4915477882795021,-0.5642757962356111,-0.1799197964348783,-0.7397956254605254,-0.6262282871728957,-0.27497264367016555,-0.5018774824328538
patch_x10192_y12208,-0.5102173452030929,0.05234264672180957,-1.4745368039410964,0.6638172923222824,0.556899632496878,-0.6969825362925745,-1.0256534136481459,-0.6406277198464448,0.915733450182137,-1.1974820003861661,-0.11361368706033315,1.4307263496775222,0.5993000726041713,-0.8150670278372958,-1.6937486885717052,1.7533124448639874,-0.6962836525210868,-1.1029800542388493,-1.2708195925830328,1.5567135295489656,1.3926926232303707,1.1515066097802042,1.57943133901977,0.12146620746311557,0.182776995789882,-0.7131435495308069,-0.28655198211320293,0.04350385532641562,-0.6518915458013955,-1.3338833815597897
patch_x10192_y12432,-0.47605883714737435,-0.02287124873098201,-1.4529565172385341,0.863029532271371,0.5449423689348123,-0.6700215774810946,-1.0137783625061905,-0.6196023018323724,0.8420189148409533,-1.4962862278926352,-0.03937075853595462,0.566366156432458,-0.17410179563766837,-1.206648572799223,-1.6507683696051993,0.7193352647888255,1.3154222347180788,-0.8644497987950381,-0.8450944257834163,1.137399607742013,2.624405545951434,0.33648049347967246,-0.262662609419372,0.5137852849933392,-0.8481958022409118,-1.8377810542118975,-0.8510140988768164,-0.8032924757501685,-1.076856861687029,-1.427088253129071
patch_x10192_y12656,-0.1482451709051158,0.45284353924003856,-1.2374565314297898,-0.14031957041117601,0.6008715049509274,-0.41464138429458147,-0.8909120663158415,-0.33739987045275766,-0.1888637553691266,-1.239289637170512,-0.29241388434255255,1.5018519755769937,-0.1540903777758899,-0.9728841824619519,-1.1623556540766884,0.06655931032504192,0.2567143881558892,-0.4547924021226344,-0.9908246033598133,0.44367730236273445,0.0896042259428676,1.4000751573290482,1.8805528926153448,0.5853500896543445,-0.9390907088041567,-1.1867978068321796,0.10886084643516916,-0.371359108776603,-1.2594698676492788,-1.193420889783951
