barcode,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic,Glycolysis,Inflammatory_Response,IL6_JAK_STAT3,P53_Pathway,DNA_Damage_Response,Complement,Coagulation,Oxidative_Phosphorylation,Reactive_Oxygen_Species,Wound_Healing,Fibrosis,MYC_Targets,E2F_Targets,G2M_Checkpoint,Mitotic_Spindle,Unfolded_Protein_Response,mTOR_Signaling,Interferon_Alpha,Angiogenesis,Apoptosis,TNF_Signaling,ECM_Organization
patch_x10640_y1904,0.5352584731305023,-1.1380551313349683,-1.0035359203357896,-1.3381554025249516,0.47643543021327717,-0.09383607352679443,-0.10963534746410375,0.09033950776938665,-1.5984724434312672,0.13264930315923107,-0.5081292527235651,-0.5073331549002686,-0.3028031900921948,-0.7894068755606417,0.4401826255365598,-1.0047473402526108,-0.09813899157996323,-1.0354600349331486,-0.975604583003864,-1.583002738047094,-0.9008548187861717,-0.7239780081286931,-0.7128533800479933,-0.7064221832841633,-1.3506910038068487,0.6060143151321076,-0.2761341633692743,-1.173343687496516,-0.2574670758142897,-1.1487464122426623
patch_x10640_y2128,0.3445253807209402,-0.651288663878046,-1.1719212428808197,-0.10856687823012993,0.4777936205018164,-0.2337540514685891,0.5028009130292853,-0.0602125566815637,0.6401035319457125,0.36150041803531546,-0.7535671167609304,-0.6450383768330878,-0.9341325874537785,0.21074143764671802,1.4323262521056208,-1.248489143735211,-1.0487284474601026,-1.0336487023874168,-1.1001480278827414,-0.6181196590200525,-0.6746211844533645,-0.8746153987451359,-0.8919286171799309,-0.10218588416396791,-0.9034595193695346,0.8815964077850676,-0.10301807131109697,-0.5350304740760394,0.1328035043298201,-1.254106754755679
patch_x10640_y2352,0.30604136815626815,-0.2975022700966808,-1.2006321043285895,0.8764360349678556,0.4863954923292401,-0.26376002788501685,-0.1881717774628047,0.32840753291486785,-0.045260599149934244,0.5841609761518036,-0.3236344440436386,-0.9886604670849664,-0.9758017888093024,-0.9508155342817443,1.9580824181401808,-1.5196249820829335,-0.42651261650635647,-0.09886079699058789,-0.7330985785098777,-0.586252254167672,-1.1027548826161622,-0.8998876770209542,-0.9229559295188199,0.1115233284751268,-0.36412109819051874,0.5401896925102054,-0.37391955138368616,0.15607273077300096,0.09236344838888068,-1.2125530910429503
patch_x10640_y3024,0.1092984436475634,0.5522996555132629,-1.3735180483978648,1.3738517285261063,0.49001733309868073,-0.39939143776732133,0.5040716644610337,1.8009042338240329,0.03789052215000272,0.5097464647599028,0.7639470974083091,-0.18310910581491205,-0.2618331775665549,1.3962355006965916,1.335530374443274,-1.2416320581575786,-0.4635670382221131,0.0028690321805438387,-0.21039307187827672,-0.8232351691716879,-1.2792897891367934,-0.43665471886483925,-0.5739092628655305,-0.5524658318536412,-0.7848750760672588,-0.3148708822546552,-0.5294260435304572,0.16652795244515364,0.17710275649718243,-0.9224647957475525
patch_x10640_y3248,-0.36674351999488,0.563095867200218,-0.726060200926626,1.2449927558673344,0.49363917386812217,2.561148248978619,0.19079617949791203,0.10645277484992968,0.8413431518667008,-0.29761080702710746,0.1688613939200116,-0.585514339421786,-0.7247292417350535,1.0863226189701798,0.14969578197846165,0.24027947454688128,0.9043938601761429,-0.09353110676773178,-0.5643974263711653,0.7402407763969038,-0.39581365508098415,-0.2751421351882931,-0.6142021759050322,-0.11932048320789196,0.8995565475846412,-0.04178533379821419,-0.5150527246367225,0.17311956352155175,0.6758333884566982,-0.86090816079187
patch_x10864_y11760,0.24710283932434737,0.18130812225882295,-0.35673620578481213,1.9635496022404582,0.4841318418483387,-0.290358732254155,-0.16265391867026768,-0.1350539697833365,0.09162539802404895,-0.6634956247469381,-0.6354440672001397,0.048740643150120104,-0.7188122951038667,-0.9889525832636463,1.5966115201102324,-1.0620593094822277,0.12265735760283177,0.3817821348084002,-0.5388795783910503,-0.5584286862398579,-1.161522987343313,-0.7580192187277238,-0.982376525184057,-0.35659886685004777,-1.2634742104558168,-1.6152987581042815,-0.36787949533095626,-1.0965791622541312,-0.9627553570985722,-0.4203065544669988
patch_x10864_y2128,0.2656595138760796,-0.2798416203243539,-1.237878627287859,1.3289008153982316,0.48730095252159983,-0.29189750027551065,0.6761236361134352,-0.12514465376289177,0.4160899540479545,-0.12971511075014883,0.310738844770015,-0.49910670936635126,-1.039718993401125,-0.4066823453814144,1.062191728152512,-1.0809929489431496,-0.6816943451711956,-0.7016280580835653,-1.0217873859013802,-1.2610073542429874,-1.14188969675061,-0.9356873038032549,-0.9663399367841793,0.871638739591526,-0.6485505195983745,1.6317072052476254,-0.35551271958286246,-0.6664904579665748,0.05731468889564108,-1.2032163251078813
patch_x10864_y2352,0.1552683874234465,1.446527584517179,0.39667788955005545,0.732725387671335,0.49001733309868073,-0.37993701349733094,-0.26385590463167014,-0.20850460168925614,0.6999595693970992,0.39824759786069147,0.7697914540438152,-0.6496217012136691,-0.904863670872793,0.17165401931704957,-0.6084987397419712,-0.47285872944542223,0.04414830455431272,-0.8056072972394398,-0.46913856749676347,-0.1553861377964253,0.2871085238034491,-0.6585410772687921,-0.7635576884347433,-0.20656103884500202,-0.19786927005304356,0.5051208594355093,-0.03252679883448893,-0.8492221134096012,0.8056111920691803,-1.051749939032083
patch_x10864_y3024,-0.5432427995380578,1.0220223668082318,0.1120125334092021,0.7359737521634356,0.49318644377194104,2.7653926361448344,1.9694435674715658,-0.051965999887042896,0.7725493782623497,0.5472001187766347,1.4305207892031178,-0.4336197700425605,0.2814088886603595,1.8717185184701235,0.29523404282296245,0.4593083535718732,1.0343977516088236,-0.48297300267777243,-0.41995543580059386,0.7665616001666453,0.07460397965113907,0.5585171189618421,0.2518687180888511,0.07921784973481044,-1.0578451532618853,0.19300457562465612,-0.5500385827917891,1.217507109765639,2.037150936489362,-0.9043082595460025
patch_x10864_y3248,0.5125214504753479,1.9279040542204235,-0.19074827672915853,1.0830853362512112,0.4959028243490228,2.427633482682661,0.5078448980060222,-0.908589086151127,0.7117968146035534,1.6939316601656584,1.3953605641215485,0.7840759830807249,0.6465215373195669,1.9252174656828656,-0.883429069075963,0.6990221724536361,0.7868963182647498,-0.4044729303418499,-0.14515057377848053,0.34810055612929636,0.44055893410803365,1.0655817985053129,0.6648018750238187,-0.14130745850421275,0.45343397827822757,0.25298833504134166,-0.19575610207198807,0.3398992876385706,1.9599701402872785,-0.9323124145439418
