barcode,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic,Glycolysis,Inflammatory_Response,IL6_JAK_STAT3,P53_Pathway,DNA_Damage_Response,Complement,Coagulation,Oxidative_Phosphorylation,Reactive_Oxygen_Species,Wound_Healing,Fibrosis,MYC_Targets,E2F_Targets,G2M_Checkpoint,Mitotic_Spindle,Unfolded_Protein_Response,mTOR_Signaling,Interferon_Alpha,Angiogenesis,Apoptosis,TNF_Signaling,ECM_Organization
patch_x12656_y7280,-0.5819376834044526,0.5689459674326016,1.0574797687222333,1.1483154543401257,0.47688816030945663,-0.9196049409868966,-0.43257172480567724,-0.7892426747820995,1.2735073482374955,1.716863941138287,0.7960933624734582,1.6968081432062054,0.16446079206840256,1.1501609877673205,1.6964407097116325,0.09869514468687375,1.474012332795364,1.3010550637376532,1.0588654647221993,1.2607456120259495,-0.5159392027643652,1.526405495484794,1.527764785109002,1.1131243124386938,-0.6631807256857821,0.2722907692482447,0.8919132337990369,0.5325514797128175,1.2125388557823338,1.1725012126007623
patch_x12656_y7504,-0.7398802883959001,0.878318433080559,1.2855309208941443,0.8895208834078161,0.46828628848203374,-1.0223726624131164,0.20622729065621823,-0.3833507563207397,0.48976048011428824,2.368121465384876,0.7170287066821424,1.757562982462452,0.4031991866807925,0.015396636857254465,1.3832181552530123,0.825839338743336,0.4660519164572238,1.9330337991407884,1.3822348488501985,1.1374729134023718,1.1954775343479698,1.080058348119347,0.8267809122326482,1.3017987855511561,0.6049380112095829,-0.3219870917094639,-0.00017551676149564187,0.6350890218890436,0.5469698868694912,1.600664961010389
patch_x12656_y7728,-1.372599629219445,1.5802220953703356,1.0118985931602398,1.0995540896628095,0.4710026690591146,0.8084847427066377,0.07055553560572524,-1.4144857461421998,1.6822526147498393,2.782305451757109,1.7505805285614182,1.052011242263792,0.7428540331734418,0.6424268121242075,1.2143222441964496,0.5988774088196399,0.7776875943036716,1.696777737911003,1.7211346493165947,1.3514603532824634,-0.03769510213258226,1.1229696662058268,1.5560212650082317,1.918060456052831,0.706920612393501,-0.8417218149661377,-0.45284627953019113,1.6836037180637509,1.746469189270996,1.7410286271267692
patch_x12656_y7952,-0.2634165821500076,0.44410984654079083,1.4473160245473584,1.2149389426248456,0.464211717616412,0.5462942381615019,-0.4297244075042437,-0.5399451454256754,1.782297957071311,2.410084748837167,1.7879375861757338,1.6140041997898438,-0.3779660382787742,0.28376933677116656,1.9557654756180027,-0.6000904191883103,0.11521663416657225,1.0871470161102552,1.142643589713464,0.8420450568654495,-0.360992896448814,-0.730066014278751,-0.3893689854915529,1.7370943307537927,-0.11169507037063532,-0.36970092306061597,-0.38458987612841256,0.33936254727604076,1.4641918442638004,1.3263418711337573
patch_x12880_y6160,-0.5374438387406414,0.48469894734997543,0.7625565376083181,0.8736121872707476,0.46330625742405146,1.824216861724712,-0.34592750883932677,-0.7578631740506951,1.4557968574990763,0.3543617347254549,0.822424825684051,0.46532795393066334,0.3735715852938005,-0.042910772198489745,1.7035059194559494,0.9411264245292649,1.8767377291781697,0.8305532245161665,-0.4089911700575383,0.9073431026920213,-0.15498036053967396,0.3501999827438604,-0.4518508749658031,0.6651654329168075,0.08878647045396153,-0.1019088766738537,-0.3033589558280035,-0.2475492083893069,-0.3806365118080014,0.08076844602377174
patch_x12880_y6384,-0.87557597105544,1.7966952610502733,-0.206401840091228,1.5000507616453855,0.47960454088653753,-1.1420668320742455,-0.39450439550969674,-1.015244619108009,1.6075542963382208,0.6051666297716879,1.862832951600167,0.5114452698997746,1.2993444068989977,0.35781937428664073,1.1669794167703018,0.8689491691040402,1.3197631906244054,-0.05181783784381861,-0.36226273567029,0.861020364989287,1.0802369002160468,1.055720536737227,1.760533298250826,1.3653225488650964,0.5776616887339557,0.13377661227394336,-0.5993937907336369,-0.18860203632489425,1.36982932443579,0.03236262422413584
patch_x12880_y6608,-1.3500363999349516,1.561232580807527,-0.5048435389586764,1.7137249533640098,0.47869908069417694,-0.6273727937737434,-0.5586313519762943,-1.3985786862146459,1.4182844493670617,0.2805520435232625,1.380073163578628,1.6314565870931117,0.40004872092498295,0.2749702493761566,0.6951693927648387,0.48537864497739214,1.7301573401635384,0.23652149954959936,-0.15872236482541435,1.2405761993747675,0.6878756611348132,1.1913202335199957,0.5701392589164114,1.6442659026003268,1.1938465447762925,0.17820468559033142,-1.3702853265064066,0.6399049052893389,0.6470333138370745,-0.0386028065653923
patch_x12880_y6832,-1.8962985070515634,1.5535939424231826,-0.5211363615869099,1.4950354019678975,0.47915181079035724,4.374579623071288,-0.17864096310946576,-0.4204746510687893,1.5906161821465827,0.3049841190627999,1.6876031358627597,0.9858325039414476,2.1470124198749847,1.1084462317499328,0.20436078782218434,1.1209385258222426,1.2816152454817307,0.26594429914277823,-0.11447583347762114,1.5937488663712038,1.8484725506918884,1.4142054146612,0.727510633398351,1.8648731852354592,1.4920521190445966,-0.044494494635443874,-1.0827852335503252,0.9050524614563665,1.7544779139041886,-0.042860864407975326
patch_x12880_y7056,-0.41191879468490733,1.943889079212807,-0.1451175851874987,0.310384166109502,0.48232092146361755,0.00942614450430311,-0.3771035852964694,-1.8514518131138693,1.8236151028918852,0.600012247717936,1.2000455899620353,2.203304414240885,1.0165933319723088,0.8310815150977289,0.21007814418358836,1.3814002164236012,1.5226022432541273,0.801071303555075,0.6109176045789432,1.3494930491276524,1.4806651672133744,1.2472805688092328,1.3492489769902885,1.8684828969770328,0.8991621124419137,0.21913432095268826,-0.647014205360926,0.9477751358141903,1.5126532717843935,0.6267983689334925
patch_x12880_y7280,-1.8667765248101695,1.55657094145264,1.257391839642824,0.8700777085907352,0.4850373020406993,0.43356003202878896,-0.037661562355344735,-1.803991404805429,1.4395920719914588,2.4247384018938662,1.807299834550929,1.921045171883399,1.316209728404991,1.9154262168581537,0.6478728910322762,0.939423495003447,0.8440379500985742,1.7336723741099382,1.3280751142639533,1.0915749157529075,1.3096838068829302,1.2866178375618624,1.2328641594743963,2.1402657191267225,0.708953016501477,0.16205744241030567,0.9684909578113385,1.1655925079565672,1.7622846536038892,1.4553904840084115
patch_x12880_y7504,-1.9333064205041641,1.4131418748911377,0.7876701379021898,1.3479107266854085,0.4850373020406993,0.7406096098471893,-0.7665862680096457,1.3974394749517005,1.4870656661677168,2.0011879400816284,2.0444885415351925,2.551394741135776,1.5497838311010466,2.039714157378169,0.7707782540598546,1.3967485402357283,1.4160776047647066,1.6111513599277985,1.5649611576419444,1.4287086056260718,1.6196684890973665,2.4263281522194404,2.4689658232652234,1.5098625357545656,1.404704625763493,0.2783398608371348,0.9929467288252367,2.0689719383740925,2.0339213079761427,1.5202820496818112
patch_x12880_y7728,-2.082497866474056,1.8968213806313283,0.624727523526272,0.7327012675292447,0.47734089040563693,-1.3695585917018813,0.0671743549346684,-1.2736464176189932,1.741647298858678,2.3765135562962536,1.9784268453113325,1.525754304834978,1.5790563578353785,0.7799121973634787,0.321168644989567,1.295952459635904,1.774085797289014,1.6364733505621434,1.6561720180196617,1.4151247136412857,1.2823309019499751,1.7755025298834448,1.4404057499799992,1.9812683620782618,0.046828223989287335,-0.34983238723697957,0.7125872758481822,1.5265999719719021,1.8739311359262083,1.5319819375583648
patch_x12880_y7952,-1.1755126519286045,0.9811038632904926,0.7350844412516285,0.6499829498700159,0.47734089040563693,0.08963070138782975,-0.01920317664119877,-0.39730956924669125,1.7031830377946653,2.723495815592618,2.0221323337823414,1.955582166277179,1.9777518622301642,0.654713974634763,0.4853888233205714,1.1986174023170066,1.3371509021282793,2.059572321333129,1.6227716530078136,1.517986512110084,1.5659467037804444,2.1904594128893082,1.9592911151753696,2.343360750611034,1.1118568729896137,-0.09028130397590432,1.9012809465876308,0.805222575065497,2.2199032892568393,1.5460978571766044
patch_x12880_y8176,-1.4806711713531107,1.919145527557607,1.3771774362172187,0.954729426830133,0.47734089040563693,0.8264971179726327,-0.15151918250585297,0.03735698684540851,1.5416005477457952,3.2486739767306236,2.245796012740068,1.384134174022339,1.1602947872673475,1.0792661124601133,0.9824922397300674,0.67561734954001,0.7959263091805612,1.6749847646246487,1.6568457229990121,1.3544501000264617,0.5798079045800161,1.3639931464522803,0.27710222419155406,2.3427498250990944,-0.45105275591510074,0.38197272553743283,0.12110175733511908,0.6858228581023751,2.1201076715132112,1.4943389961088047
patch_x12880_y8400,-1.240067016085767,1.1283020709829077,1.0356261137687204,1.076926787102316,0.47734089040563693,0.6926204288524876,-0.2829664776428085,-1.3041794125462076,1.4177755420885483,2.6701263507798374,2.0018448639393687,1.143884171322859,0.04072315009724166,0.07313610890523235,1.2043667889281764,0.8179026625790365,0.9776670896765759,1.9208061783994486,1.1794758246453516,1.309115787782637,0.9044868434832577,1.979859395584962,1.5245789388205162,1.6178383935090621,-0.15409886736780803,-0.6416169826998824,-0.84654799801107,0.4800883763596678,1.5451196515256693,1.259614768124813
patch_x13104_y5712,-0.9125838845080421,0.6045502744270558,-0.15894245821700914,0.44092007398940636,0.4800572709827178,-1.1656979124021982,0.07777039263025116,-1.0441902527466715,0.6374811501967417,1.0050815732807474,1.427682160212369,1.2521447014779095,1.7522839883631143,1.1960983355216304,0.8440889655988225,-0.2262628219601045,1.9218769408281875,0.6748136504098893,-0.09577143805229295,1.1739554358572017,1.5208421564409422,1.8441657800068045,1.0524435114496447,1.307980551361608,-0.19978568215990222,0.19645187130517758,-0.9123566501246052,0.09272799302753382,0.9006997548178504,0.028652626242387846
patch_x13104_y5936,0.022284888125250403,1.6901012726357771,0.8053364153305113,1.1292538951315745,0.4800572709827178,0.6846691057123278,0.10382920048115162,-0.6722078903343244,1.3846231791802175,-0.3651593822909614,1.8173186985841874,0.5698507318051431,2.1707328826985326,0.3200570016713297,0.9700562321636529,0.6815829594382009,2.1211940834207548,0.1113137232579126,0.3792645309592395,1.0897502999128876,1.5858070908868513,1.4077175687109085,1.3219164606387168,1.338997586882826,1.201230306207866,0.6806101623425027,-0.9004572883059803,0.09467617173362779,0.4792863806143296,0.777808167480246
patch_x13104_y6160,-1.8966148140041483,1.0946657141285487,-0.5219240293229764,0.9143632819328761,0.484584571944519,-0.9879903408674752,-0.34880259027712146,-1.8252877418669093,1.645140260030491,1.1955923926495708,1.2383329120424127,1.4495438999835433,1.4762922156618108,1.265165974666263,0.2052634218096729,1.0442501233423134,2.2147317029537885,0.5907124989043591,0.18686033443053052,1.1081553611301878,1.3506636426784762,2.490453476500679,2.240796457046477,1.5922423870558953,0.3094074824726932,0.5266964133028386,-0.9234319402735249,0.9568923191998997,1.065018176190249,0.32582783481409666
patch_x13104_y6384,-1.1632449191516736,1.408721188419355,-0.781590615636679,1.4407032320715547,0.4732663195400152,-1.1791098044492936,-0.20236804954003063,-1.0431023062199243,2.008638030814421,0.5548864481017256,1.4635456404485576,1.8744923375827016,1.3544910893636664,0.9402912672538855,0.4734621039988924,1.3636045279167528,0.7185330149776813,0.19677581576853775,-0.01757163641031357,1.4327574866073818,1.5887057684036066,2.4122963909072963,2.308500242410948,2.032497999191394,0.6415404655638584,0.5674758031842247,-0.6794742470557016,1.266215180151561,1.548701800667751,0.02250058571315966
patch_x13104_y6608,-1.819119610620495,1.168802148313544,-0.5177828844975894,1.4618032027019832,0.48232092146361755,-0.3292536366502014,-0.005182883448380331,-1.162021145903012,1.9065702703169993,0.9497729493833701,1.469859555477402,1.9637503248286843,1.1583761196660562,1.8433942034425055,0.20212449903625676,1.2735641767772385,1.7086615414534747,0.2207049308052384,0.19512598058225739,1.0360832504766053,1.432456414258001,1.1654554408092201,1.405864033780725,2.0128655836656866,0.5434313728740597,0.8097834156211592,-1.1301665502508897,1.6142500081077902,1.075518745828138,0.324989147625167
patch_x13104_y6832,-1.0738732080323399,1.8673001052592402,-0.1640835623353017,1.297820923553023,0.4800572709827178,0.788937611258515,-0.09765699885969009,-0.9700570880093382,1.9104852054704533,0.45896845599541675,1.7226742151347862,1.8343231353023408,1.820590703202259,1.1879253930047833,0.13347518238756945,1.2649501434962727,1.8084475654870977,0.9559551296415928,0.16806957730313496,1.25140961665383,1.4992480765052574,1.8959080499017364,1.8413842204025448,2.040437615210907,0.6561408042891155,0.36720951877550007,-0.9352580652276155,1.317574779996428,0.7610733386194127,0.3332787545304662
patch_x13104_y7056,-1.962933838396417,1.586823043440931,-0.06675592859913336,1.1234289216357027,0.4877536826177801,-0.12102704661182966,-0.04994954347965796,-0.8550741088523353,1.4972456623559756,0.36394254493313977,1.5870792401333043,1.5402186304425283,2.2393314216024005,0.8051047602549686,0.1730066819640791,1.2714220735937254,0.9204727648386011,0.873226645913016,1.1028758558079959,1.3750630638963486,1.4742600764167333,1.7807719081164048,1.6433194516956755,2.02422314703847,0.2732067839870638,0.5060261063713564,-0.5860843021726326,1.7030096653111666,1.6310234094148017,0.9328868597733727
patch_x13104_y7280,-1.9441662925429621,1.6003602388052274,0.7347496174441185,0.7755568331562839,0.4882064127139604,2.1770953052673976,0.35587108175636867,-0.5332283403000535,1.691616542836561,1.9250118012916837,1.6423860882527574,1.8798707008170248,1.8398264392813517,1.9369658532307692,0.8045024283461676,1.1145712501274656,2.1584812616345146,1.763012742330877,1.1264658506981677,1.1987818279226479,1.9597521249125651,2.264833306363499,2.0477138695908206,1.9165494420530806,1.4526738108427661,1.203967317057342,0.18454307180316853,1.1820465386309167,1.7232051713202226,1.1290218493437059
patch_x13104_y7504,-2.009220089124886,1.510491659979048,0.06542485225755906,1.0138156779565,0.48730095252159983,-0.45598090127838015,-0.1635983615032506,-0.2926728991358314,1.4542353890731,1.7560070969086181,1.8446047863768646,1.6804550428389076,1.5862999475249993,1.6150188199155349,0.3119106267793625,1.3282488979437266,1.8820847919864376,1.4394299650321287,0.9448695686141151,1.3205913027471743,1.7693613355136464,2.493732097584599,2.4299595194567303,2.1239289213131776,1.2200941966879213,0.5848519929583033,0.0038059018017359445,1.495161014795027,1.8709540216220575,0.9888695907911451
patch_x13104_y7728,-2.024402822849031,0.9356853309005277,0.891076421896131,1.3410225877754627,0.484584571944519,0.6642295771175278,-0.18584545202057354,-1.926814769164086,1.5988931666220094,2.1707297130070558,1.6783362203117391,2.0586923132223958,1.7869946801818855,1.2228826867575369,0.3468675273747765,1.307309461038167,1.2158016607800526,1.3806141671030436,1.3348054638609324,1.4111269027379747,1.756230061900397,2.7192292259653037,2.499625899361932,2.117159276360842,1.4958778886384774,-0.6783929538202695,-0.5158160020687507,1.4628173986695232,2.4641990104331715,1.5275051726020497
patch_x13104_y7952,-1.8710993864955172,1.8856612514257254,0.8513297303062111,0.9635085143886912,0.4882064127139604,-0.9656122302200191,0.08524338643237066,-0.9107882160970161,1.6335357858100428,3.1605309058672706,2.059354878431056,1.7836903614685053,1.058335425109071,1.6286727325761599,0.39672867654731325,1.398621272349935,1.3702715775706176,1.7713907642192046,1.5053553968650566,1.6251941044524212,1.6976834161717573,2.0099005701506267,1.5701544933018883,1.8309706172103013,0.7889955138530542,-0.4920683453575241,1.4534972081781303,1.1913251277557722,2.5199230305091516,1.5246568128163986
