patch_id,tls,tgfb,emt,hypoxia,mhc,icp,ifng,toxic
patch_x4641_y16969,1.4807602768632693,-0.3370333497393763,1.1327347535714842,-0.6854130928997885,-0.9058097729882609,0.22004961897516573,-0.24650239688081804,0.48412390879189104
patch_x5649_y8681,-0.08895718490402606,-0.7622869465458294,-0.5894565531106416,0.892083449036575,-1.0525916259054517,-0.1545954867746235,-0.43993525215798984,-0.0419965673093679
patch_x10017_y4313,0.49027801785347813,-0.18794189347361306,-0.2338387275232427,-0.6371117530191718,-0.8542095016539518,0.3330573230046137,-0.1925347769096274,0.6467953645797477
patch_x9681_y18089,0.03550010866143524,-0.6617494875385351,-0.5177972172578149,-0.7948185374486592,-1.011102218548811,-0.024698044371213302,-0.37438219202994194,0.11298962285071125
patch_x2961_y15625,-0.68332555962547,2.3511910656439983,0.6885615370212286,-1.0446664320921766,0.7558584241692943,-0.5811381522553288,1.3528901727594,-0.7375131066227792
patch_x6321_y9129,0.5382369670660557,-0.4196954132248547,0.5790314351486995,0.1339056981187955,0.9734163249301662,-0.7266969884236902,-0.72253200130061,-0.8639997700798678
patch_x7777_y10137,-0.36396344783484486,1.8282937112288498,-0.7587601054806884,0.7559952200661533,-1.1495164598982757,-0.3753904302451952,-0.5464039806881105,-0.36477772367580996
patch_x7441_y18313,-0.3577014456428726,0.17647001601528964,-0.7548757676494141,0.7580124398877232,-1.146727256042367,-0.3581936057189748,-0.5393647259092593,-0.3506880700248949
patch_x10017_y11145,-0.2666414971012627,-0.9678743178372423,-0.7022362929014497,0.7979890810037011,0.8988051217846104,-0.2805008091987314,-0.4983024063659637,-0.24405500943955258
patch_x7441_y16297,1.3654186883186281,-0.4830563377769072,1.0499890167423669,-0.7368181333349849,1.109041362423722,5.031814314761232,-0.30633606250105055,0.312806529172801
patch_x11025_y12713,-0.15392545764574544,0.026807649288218143,1.5773463086618198,0.38459124959033175,-1.0836215188024347,-0.18745370506579423,1.3374611522838051,-0.11788856538361905
patch_x6433_y16633,3.4605270859096082,-0.2863133749080477,1.501105141826202,-0.6689246837035943,1.0832412267565679,0.26242750798621123,-0.22729109738020398,0.5379207681862953
patch_x3857_y10697,-0.4730266526783738,-1.1496359358270973,-0.8207755680972479,0.8566727627410907,1.0323382563862356,-0.4718154820529275,-0.5981718335409095,-0.4845397797086003
patch_x11809_y5433,0.5106295249773939,-0.17097506915281158,-0.22272148476476558,-0.6302254174137013,-0.848979744424123,0.350561233683089,-0.18417566185974368,0.6672894062538065
patch_x10241_y4537,0.5108904417353953,-0.17097506915281305,-0.22272148476476405,-0.6300314361290399,-0.8472364920141803,0.3533250090533761,-0.18138929017644723,0.6708118196665345
patch_x2513_y14729,-0.10252485631997064,0.42853980499592,4.256974210288355,0.8760285600807975,1.1038116051938933,-0.14906793603405272,-0.434655811073854,4.51134954226837
patch_x5425_y10585,-0.8526605355667456,0.5734482559045393,2.031598818031633,-1.0960714725273728,0.7304069389841278,2.784302010120323,-0.7495158112862037,-0.9267627727066775
patch_x11585_y14729,0.23431867825657857,-0.4393757900573971,-0.38988195419342153,-0.7227544901970548,1.0916088383242935,3.072348597758393,2.2265218305741605,0.3461093468931435
patch_x12481_y6329,0.49262626867546805,-0.18505392337645846,-0.23249930068487237,-0.6353659214572214,-0.8528148997259972,0.33643527067940715,-0.190921614356141,0.6512784361959407
patch_x13041_y1849,0.48558151620949963,-0.19480082245436164,-0.2379909507221904,-0.6383726313694672,-0.8549068026179286,0.3296793753298203,-0.1929747303333053,0.6407111959577579
patch_x9009_y9129,-0.3556141115788809,0.9900265840274182,-0.7503217163989547,0.31657821946883025,0.8614995202118332,-0.37784711946322824,1.8292951578904904,-0.34876675361795506
patch_x5649_y11145,0.4230094629810527,0.9365807269531848,0.48239906922560327,1.3493242381374528,1.0556978386794702,-0.8584369477406263,-0.790138177405823,-1.0446035123325192
patch_x10801_y18985,-0.014074075358351819,-0.7020005707676695,-0.5427105564515099,-0.8101430589368873,1.1048575566398593,-0.08488693021298394,-0.4016593042979891,0.054069253037790366
patch_x7329_y16745,0.3546013036940622,-0.3224130011225137,1.1320672814092776,0.6035924913243,1.0745249647068529,0.2166716713003773,-0.24958207084656509,0.4898878580127205
patch_x6209_y8457,-0.3271741849570062,0.6186127123911144,-0.7389365882728056,-0.9174147093544838,-1.1352217901367438,-0.3548156580441847,-0.5392180747680344,-0.3279524925427373
